RuleId,RootId,PrevId,SysID,RuleCode,StockExchangeId,DisclosureLevelId,RepEntityId,EntityId,RuleBasisId,RuleTypeId,RuleCategoryId,RuleNumeratorTypeId,TriggerRate,TriggerMin,TriggerMax,MinLong,MinCap,RateNumerator,RateDenominator,IndustryGroupId,SpecialConditionId,TransactionalReportFlag,Remark,RuleStateId,ApprovedDate,LastRejectedDT,LastRejectedBy,ReviewComment,EffectiveDate,Active,CreatedDT,CreatedBy,ModifiedDT,ModifiedBy,CountryCode,UploadRuleFileId
,,,FR0021,FRSSD021,,1,1,,9,22,1,1,0.6666,0.5000,0.9000,,,2,3,0,0,1,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0022,FRSSD022,,1,1,,9,22,1,1,0.9000,0.6666,0.9500,,,90,100,0,0,1,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0023,FRSSD023,,1,1,,9,22,1,1,0.9500,0.9000,1.0000,,,95,100,0,0,1,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0024,FRSSD024,,1,1,,9,51,1,1,0.0500,0.0000,0.0500,,,5,100,0,0,1,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0025,FRSSN001,,2,1,,1,1,4,1,0.0010,0.0010,1.0000,,,0.1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0026,FRSSN002,,2,1,,1,21,4,1,0.0010,0.0010,1.0000,,,0.1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0027,FRSSN003,,2,1,,1,51,4,1,0.0010,0.0000,0.0010,,,0.1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0028,FRSSN004,,2,1,,1,1,4,1,0.0050,0.0050,1.0000,,,0.5,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0029,FRSSN005,,2,1,,1,21,4,1,0.0010,0.0050,1.0000,,,0.1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,FR0030,FRSSN006,,2,1,,1,51,4,1,0.0050,0.0000,0.0050,,,0.5,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,FR,
,,,GB001,GBSSD001,,1,1,,10,1,1,1,0.0300,0.0300,1.0000,,,3,100,0,5,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB002,GBSSD002,,1,1,,10,24,1,1,0.0100,0.0300,1.0000,,,1,100,0,5,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB003,GBSSD003,,1,1,,10,51,1,1,0.0300,0.0000,0.0300,,,3,100,0,5,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB004,GBSSD004,,1,1,,10,1,1,1,0.0500,0.0500,1.0000,,,5,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB005,GBSSD005,,1,1,,10,22,1,1,0.1000,0.0500,0.1500,,,10,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB006,GBSSD006,,1,1,,10,22,1,1,0.1500,0.1000,0.2000,,,15,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB007,GBSSD007,,1,1,,10,22,1,1,0.2000,0.1500,0.2500,,,20,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB008,GBSSD008,,1,1,,10,22,1,1,0.2500,0.2000,0.3000,,,25,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB009,GBSSD009,,1,1,,10,22,1,1,0.3000,0.2500,0.5000,,,30,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0010,GBSSD010,,1,1,,10,22,1,1,0.5000,0.3000,0.7000,,,50,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0011,GBSSD011,,1,1,,10,22,1,1,0.7000,0.5000,0.7500,,,70,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,0,,,,,GB,
,,,GB0012,GBSSD012,,1,1,,10,22,1,1,0.7500,0.7000,1.0000,,,75,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0013,GBSSD013,,1,1,,10,51,1,1,0.0500,0.0000,0.0500,,,5,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0014,GBSSN001,,2,1,,1,1,4,1,0.0020,0.0020,1.0000,,,0.2,100,0,0,0,0,1,2024-01-03 00:00:00,,,,2024-02-05 00:00:00,1,,,,,GB,
,,,GB0015,GBSSN002,,2,1,,1,21,4,1,0.0010,0.0020,1.0000,,,0.1,100,0,0,0,0,1,2024-01-03 00:00:00,,,,2024-02-05 00:00:00,1,,,,,GB,
,,,GB0016,GBSSN003,,2,1,,1,51,4,1,0.0020,0.0000,0.0020,,,0.2,100,0,0,0,0,1,2024-01-03 00:00:00,,,,2024-02-05 00:00:00,1,,,,,GB,
,,,GB0017,GBSSN004,,2,1,,1,1,4,1,0.0050,0.0050,1.0000,,,0.5,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0018,GBSSN005,,2,1,,1,21,4,1,0.0010,0.0050,1.0000,,,0.1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,GB0019,GBSSN006,,2,1,,1,51,4,1,0.0050,0.0000,0.0050,,,0.5,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,GB,
,,,HK004,HKSSD004,,1,1,,8,1,1,1,0.0500,0.0500,1.0000,,,5,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,0,,,,,HK,
,,,HK005,HKSSD005,,1,1,,8,24,1,1,0.0100,0.0500,1.0000,,,1,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,0,,,,,HK,
,,,HK006,HKSSD006,,1,1,,8,51,1,1,0.0500,0.0000,0.0500,,,5,100,0,6,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,0,,,,,HK,
,,,HK007,HKSSG001,,1,1,,7,1,3,1,0.0100,0.0100,1.0000,0.05,,1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,HK008,HKSSG002,,1,1,,7,21,3,1,0.0100,0.0100,1.0000,0.05,,1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,HK009,HKSSG003,,1,1,,7,51,3,1,0.0100,0.0000,0.0100,0.05,,1,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,HK0010,HKSSN001,,2,1,,1,1,4,1,0.0002,0.0002,1.0000,,,0.02,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,HK0011,HKSSN002,,2,1,,1,25,4,1,0.0002,0.0002,1.0000,,,0.02,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,HK0012,HKSSN003,,2,1,,1,51,4,1,0.0002,0.0000,0.0002,,,0.02,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,HK,
,,,IT001,ITSSD001,,1,1,,1,1,1,2,0.0100,0.0100,1.0000,,,1,100,0,0,0,Temporary Rule. Deactivated on 3rd January 2024.,1,2024-01-03 00:00:00,,,,2024-01-03 00:00:00,0,,,,,IT,
,,,IT002,ITSSD002,,1,1,,1,1,1,2,0.0300,0.0300,1.0000,,,3,100,0,0,0,Temporary Rule. Deactivated on 3rd January 2024.,1,2024-01-03 00:00:00,,,,2024-01-03 00:00:00,0,,,,,IT,
,,,IT003,ITSSD003,,1,1,,1,51,1,2,0.0100,0.0000,0.0100,,,1,100,0,0,0,Temporary Rule. Deactivated on 3rd January 2024.,1,2024-01-03 00:00:00,,,,2024-01-03 00:00:00,0,,,,,IT,
,,,IT004,ITSSD004,,1,1,,9,1,1,1,0.0500,0.0500,1.0000,,,5,100,0,0,0,0,1,2019-11-12 15:52:00,,,,2019-11-12 15:52:00,1,,,,,IT,
